rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
High Floor Spacious Room with King Bed High Floor Spacious Room with King Bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Garden Garden Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
"Deluxe comfort room, 1 double bed (without window) Double bed",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Standard family room double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
1 King Bed Premium Hearing Accessible Double room King bed - Premium - Hearing Accessible (1 Double),room,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
One Bedroom Over Water Villa Non-smoking,villa,,private bathroom,,,not club,1 bedroom,no balcony,,
Family Suite Family Pool Suite Garden View Garden,suite,,private bathroom,,,not club,,no balcony,garden view,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Comfort Double/ Twin Basic Rate without breakfast,room,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Executive Balcony Executive Balcony,room,executive,private bathroom,,,not club,,balcony,,
Guest Room with King Bed Room Only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Executive Room Room Only,room,executive,private bathroom,,,not club,,no balcony,,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Junior Suite Skyline Views,junior-suite,,private bathroom,,,not club,,no balcony,with view,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard economy room with 1 double bed double (Main Building),room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Room, Sea View (Connecting) (4 Twin Beds)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,sea view,
Premier Quadruple Room (2 Double Beds),room,premier,private bathroom,,quadruple,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room King bed - Smoking Double room King bed - Smoking,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
Standard superior room with 1 double bed double,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Family With Shared Bath Room About Share Bath Room 1 Twin Bed 1 Double Bed 1 Twin Bed,room,standard,shared bathroom,multiple,single,not club,,no balcony,,
Loft 1 bedroom - King bed - Inspired Living - Balcony Loft 1 bedroom - King bed - Inspired Living - Balcony,apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,balcony,,
Superior Queen Room,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
TEMPLE SUITE Standard rate for 1 person,suite,,private bathroom,,,not club,,no balcony,,
Apartment 2 Bedrooms - Burj Khalifa View Half Board,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,burj-khalifa view,
Club Double Room (1 Double Bed),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Grand Suite with Sea or Marina View non-smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
"Metro View Room, 1 Queue Bed",room,standard,private bathroom,,double,not club,,no balcony,,
Tuk Dil Sevillano Medium Room,room,standard,private bathroom,,,not club,,no balcony,,
Classic Twin/Double room - Classic,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Economy room with 2 twin beds (without window) twin,room,economy,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Hideaway Two-bedroom Pool Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Deluxe Deluxe Double Room with Balcony and Hotel Private Beach Access, 2 Twin Beds",room,deluxe,private bathroom,twin/twin-or-double,double,not club,,balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
Executive King Room With City View non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,city view,
Superior Triple Room (3 Twin Beds),room,superior,private bathroom,,triple,not club,,no balcony,,
Suite - Signature Suite - Signature various,suite,superior,private bathroom,,,not club,,no balcony,,
Family Room Three Bedroom Half Board,room,standard,private bathroom,,,not club,3 bedrooms,no balcony,,
Tapa Collection Resort View King Room Acc Roll in show TAPA COLLECTION RESORT VW 1KG MOB ACC RI SHWR (1 Single),room,standard,private bathroom,double/double-or-twin,single,not club,,no balcony,with view,
Standard economy room with 1 double bed double,room,economy,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
TWIN GUEST ROOM Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Junior suite Room with Balcony double,junior-suite,,private bathroom,double/double-or-twin,double,not club,,balcony,,
Phang Nga Pool Room,room,standard,private bathroom,,,not club,,no balcony,,
Double Interconnecting Side Sea View (3+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,partial-sea view,
Studio deluxe Studio Deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Suite premium room with 1 double bed (attic) double,suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Luxury Guestroom with Shared Pool,room,luxury,private bathroom,,,not club,,no balcony,,
"Standard 1 king bed, Nonscheduled Room with Primetime Movie and Continental Breakfast Basic rate with breakfast",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Single Mansard One single bed Mansard room,room,standard,private bathroom,single bed,single,not club,,no balcony,,attic floor
"Royal Suite 2 Bedrooms, Balcony, Pool View. Includes Theme Park Access, Shuttle to MOE & Dubai Mall (2 Double Beds)",suite,royal,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,balcony,pool view,
Two Bedroom Grand Suite with Sea or Marina View Non-Smoking,suite,grand,private bathroom,,,not club,2 bedrooms,no balcony,harbour view,
"Club Suite, Club level, 1 Bedroom Suite, 1 King, High floor Club Suite, Club level, 1 Bedroom Suite, 1 King, High floor",suite,,private bathroom,double/double-or-twin,double,club,1 bedroom,no balcony,,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
Deluxe Garden View Room,room,deluxe,private bathroom,,,not club,,no balcony,garden view,
TWIN STANDARD,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple room Breakfast,room,standard,private bathroom,,triple,not club,,no balcony,,
Guest Room -Twin Bed Room Only,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
High Floor Spacious Room with King Bed High Floor Spacious Room with King Bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Executive TWIN EXECUTIVE ROOM, COMP WIFI/BFST-SNACKS-DRINKS IN LOUNGE/SAFE, 45 SQM/BATH-WALK-IN SHOWER/ESPRESSO/MINIBAR",room,executive,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
One Bedroom Lagoon Pool Access Suites(1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Two Bedroom Apartment City View,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,city view,
Standard double or twin room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
DOUBLE EXCLUSIVELY HUMAN DECORATED ROOM,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premier Premier      Seaview Sea,room,premier,private bathroom,,,not club,,no balcony,sea view,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Deluxe GRAND DUELLING SUIT,room,deluxe,private bathroom,,,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Triangle Suitcase Only,suite,superior,private bathroom,,,not club,,no balcony,,
Executive Executive Double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Room CLUB SEA VIEW Breakfast,room,standard,private bathroom,,,not club,,no balcony,sea view,
Executive Room Breakfast,room,executive,private bathroom,,,not club,,no balcony,,
"Standard Double or Twin Room, Lake View, 3 Twin Beds Lake",room,standard,private bathroom,,triple,not club,,no balcony,lake view,
Quadruple QUADRUPLE STANDARD ROOM,room,standard,private bathroom,,quadruple,not club,,no balcony,,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
2-room Apartment Basic Rate without breakfast,apartment,,private bathroom,,,not club,2 bedrooms,no balcony,,
Double room King bed - De Luxe Double room King bed - De Luxe,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Family - Balcony Suite - Family - Balcony,suite,,private bathroom,,,not club,,balcony,,
"Family 2 Single Beds, Non-Smoking, 2 Single Beds, Family Room, 2 Connecting Rooms, Sleeps 4",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
STANDARD DOUBLE/TWIN HIGH SEASON WITHOUT BREAKFAST,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Junior Suite, Oceanview (Premium Level) (1 Queen Bed and 1 Twin Sofa Bed)",junior-suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,ocean view,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
Twin Room - With Breakfast Standard-Bed & Breakfast-Refundable Rate,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Ocean Deluxe Balcony (Double) Breakfast,room,deluxe,private bathroom,double/double-or-twin,double,not club,,balcony,,
Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Villa OCEAN POOL VILLA,villa,,private bathroom,,,not club,,no balcony,,
Medium Palace Yatri Niwas,room,standard,private bathroom,,,not club,,no balcony,,
Junior Junior.,room,standard,private bathroom,,,not club,,no balcony,,
Plus Standard Twin Room Twin room - Plus (1 Twin),room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio Studio grand,studio,grand,private bathroom,,,not club,,no balcony,,
Premium King Room with City View with 20% discount on FandB - Non-refundable Room Only,room,premium,private bathroom,,double,not club,,no balcony,city view,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,,double,not club,,no balcony,garden view,
Superior Superior Room with One King Bed,room,superior,private bathroom,,double,not club,,no balcony,,
Executive Suite (1 Queen Bed),suite,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"Family Room, Multiple Beds (2+2)",room,standard,private bathroom,,,not club,,no balcony,,
"Deluxe Penthouse (1 Queen Bed, 2 Twin Beds and 1 Twin Sofa Bed)",room,deluxe,private bathroom,,quadruple,not club,,no balcony,,penthouse floor
"Classic Room, Garden View (1 Double Bed)",room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Newbury Accessible Two Queens,room,standard,private bathroom,,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Suite double or twin room double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard comfort triple room double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ronda,room,standard,private bathroom,,,not club,,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
