rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
"Guest room, 2 Double, City view",room,standard,private bathroom,,double,not club,,no balcony,city view,
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
DOUBLE ROOM WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
Suite - Jacuzzi Suite - Jacuzzi,suite,,private bathroom,,,not club,,no balcony,,
Double room King bed - De Luxe Double room King bed - De Luxe,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Deluxe Family Sea View Room,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
Executive Room (1 Double or 1 Twin),room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Standard triple room (attic) double,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Premium Single Room (1 Large Twin Bed),room,premium,private bathroom,,single,not club,,no balcony,,
"Comfort room with 1 double bed (without window, attic) double  in block",room,comfort,shared bathroom,double/double-or-twin,double,not club,,no balcony,,attic floor
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Ocean View Pool Villa King,villa,,private bathroom,,,not club,,no balcony,ocean view,
King Diplomat Suite King Diplomat Suite,suite,,private bathroom,,,not club,,no balcony,,
Economy family room double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Economy superior room with 1 double bed double  in block,room,economy,shared bathroom,double/double-or-twin,double,not club,,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
Duplex (Suite) (1 King Bed),suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,duplex floor
Sea Front View Room with Balcony - Queen Bed Half Board,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,sea front,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Vilòn Charming Garden,room,standard,private bathroom,,,not club,,no balcony,,
Deluxe DELUXE POOL VIEW Pool,room,deluxe,private bathroom,,,not club,,no balcony,pool view,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Tourist Double bed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Premium Quad,room,premium,private bathroom,,quadruple,not club,,no balcony,,
One Bedroom Family Suite Family One bedroom Suite King and Twin Beds,suite,,private bathroom,,double,not club,1 bedroom,no balcony,,
Deluxe Deluxe Lagoon View Room 1 KB or 2 DB Lagoon,room,deluxe,private bathroom,,,not club,,no balcony,bay view,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
ONE BEDROOM SUITE (1 Double or 1 Twin),suite,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Triplex PATRONS SUITE Triple,suite,,private bathroom,,,not club,,no balcony,,
Double Connecting Garden View (2+2) (1 Double Bed and 2 Twin Beds),room,standard,private bathroom,,double,not club,,no balcony,garden view,
Ocean View Pool Villa King,villa,,private bathroom,,,not club,,no balcony,ocean view,
Sea Front View Room with Balcony - Twin Bed Half Board,room,standard,private bathroom,twin/twin-or-double,double,not club,,balcony,sea front,
Classic Two-Bedroom With Soluna Beach Club Access,room,classic,private bathroom,,,club,2 bedrooms,no balcony,,
DELUXE ROOM. Sea View. 90 m2. High Floor,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
"Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views Vineyard Suite 1 King Patio, 500 Sf, 46 Sm, Jacuzzi Tub, Fireplace, Sofabed, Garden Views,Room Only (1 Double)",suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Family room Fairmont Heritage Hotel Room,room,standard,private bathroom,,,not club,,no balcony,,
Executive Executive double,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior JUNIOR.,room,standard,private bathroom,,,not club,,no balcony,,
Guest Room with King Bed Room only,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Corner King Room With Nile View Smoking allowed,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior Superior Room with One King Bed,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Terrace Garden Access King,room,deluxe,private bathroom,,,not club,,no balcony,,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Single Economy One single bed,room,economy,private bathroom,single bed,single,not club,,no balcony,,
KING EXECUTIVE STUDIO Room Only,studio,executive,private bathroom,,,not club,,no balcony,,
"Standard Room, 1 Queen Bed (1 Queen Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Junior Suite(1 Double Bed),junior-suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Apartments dbl Double bed,apartment,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Executive King Room Non Smoking non-smoking,room,executive,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Grand Deluxe GRAND DELUXE SUIT,suite,deluxe,private bathroom,,,not club,,no balcony,,
Double room - Side Sea View Double room - Side Sea View sea,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,partial-sea view,
One Bedroom Gulf Suite,suite,,private bathroom,,,not club,1 bedroom,no balcony,,
Triple Triple Standard Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Suite FARMSTAY suite,suite,,private bathroom,,,not club,,no balcony,,
"Deluxe Penthouse (1 Queen Bed, 2 Twin Beds and 1 Twin Sofa Bed)",room,deluxe,private bathroom,,double,not club,,no balcony,,penthouse floor
DELUXE ROOM - SEA VIEW Breakfast,room,deluxe,private bathroom,,,not club,,no balcony,sea view,
King Diplomat Suite king Diplomatic Suite,suite,,private bathroom,,,not club,,no balcony,,
Suite - Beach Front - Sea view Suite - Beach Front - Sea view sea,suite,,private bathroom,,,not club,,no balcony,beachfront,
Single Fairmont Heritage Room,room,standard,private bathroom,,single,not club,,no balcony,,
"Premier Balcony Double (For 2 adults, 0 children and 0 infants)",room,premier,private bathroom,double/double-or-twin,double,not club,,balcony,,
Palm Manor House Grand Suite,suite,grand,private bathroom,,,not club,,no balcony,,
Classic One-Bedroom with Soluna Beach Club access,room,classic,private bathroom,,,club,1 bedroom,no balcony,,
Classic Twin/Double room - Classic,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Roof Garden Suite,suite,,private bathroom,,,not club,,no balcony,garden view,
"Junior Suite, Ocean View (Premium Level) (1 King Bed)",junior-suite,premium,private bathroom,double/double-or-twin,double,not club,,no balcony,ocean view,
2 Single Premium Pool View Balcony(Non-Refundable) Non-Refundable Rate. No Amendments Permitted,room,premium,private bathroom,twin/twin-or-double,double,not club,,balcony,pool view,
Deluxe Room Double Full Board,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Superior double Standard rate RO,room,superior,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Duplex Suite PANWA DUPLEX LAGOON SUITE,suite,,private bathroom,,,not club,,no balcony,,duplex floor
Standard Twin standard,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Double room Family Breakfast,room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Suite - Grand De Luxe Suite - Grand De Luxe,suite,deluxe,private bathroom,,,not club,,no balcony,,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Deluxe Deluxe Jacuzzi,room,deluxe,private bathroom,,,not club,,no balcony,,
Triple Triple Room,room,standard,private bathroom,,triple,not club,,no balcony,,
Garden Garden Deluxe Room,room,deluxe,private bathroom,,,not club,,no balcony,,
Executive Sea View Suite with Balcony Executive Sea View Suite with Balcony,suite,executive,private bathroom,,,not club,,balcony,sea view,
Villa Villa,villa,,private bathroom,,,not club,,no balcony,,
DE luxe SUITE premium room WITH One KING pillow MINF (1 Double or 1 Twin),suite,premier,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Studio deluxe,studio,deluxe,private bathroom,,,not club,,no balcony,,
Standard Twin Room &amp; breakfast rate,room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
Taj Club Room Twin Bed,room,standard,private bathroom,twin/twin-or-double,double,club,,no balcony,,
Roof Garden Suite,suite,,private bathroom,,,not club,,no balcony,garden view,
"Club Suite, 1 King Bed (Closed Wing)",suite,,private bathroom,double/double-or-twin,double,club,,no balcony,,
Pool Access Suites,suite,,private bathroom,,,not club,,no balcony,,
Kremlin Suite double,suite,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Twin/Double room - Balcony All Inclusive,room,standard,private bathroom,double/double-or-twin,double,not club,,balcony,,
"Family Room, Multiple Beds (2+2)",room,standard,private bathroom,,,not club,,no balcony,,
Executive Two Bedroom,room,executive,private bathroom,,,not club,2 bedrooms,no balcony,,
Junior suite room with 2 twin beds,junior-suite,,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
"Standard Double or Twin Room, Lake View, 3 Twin Beds Lake",room,standard,private bathroom,,triple,not club,,no balcony,lake view,
Panorama Sea View Room,room,standard,private bathroom,,,not club,,no balcony,sea view,
Suite Basic Rate without breakfast,suite,,private bathroom,,,not club,,no balcony,,
"Deluxe Deluxe King Room, 1 King Bed",room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Ocean View Pool Villa,villa,,private bathroom,,,not club,,no balcony,ocean view,
Studio comfort room double,studio,comfort,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Classic Double Or Twin Room (2 Twin Beds) - Package Rate,room,classic,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Triple Studio Land View (3 Twin Beds),studio,,private bathroom,,triple,not club,,no balcony,land view,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
Club Club City View City,room,standard,private bathroom,,,not club,,no balcony,city view,
"Premium Room, Pleasant View",room,premium,private bathroom,,,not club,,no balcony,,
Comfort family room twin,room,comfort,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Arenal Suite ArenalFront Suite,suite,,private bathroom,,,not club,,no balcony,,
"Guest room, 2 Twin",room,standard,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Roof Garden Suite,suite,,private bathroom,,,not club,,no balcony,garden view,
Two Bedroom Premier Apartmen,room,premier,private bathroom,,,not club,2 bedrooms,no balcony,,
le royal club room double Breakfast,room,royal,private bathroom,double/double-or-twin,double,club,,no balcony,,
DELUXE SUITE SEA VIEW,suite,deluxe,private bathroom,,,not club,,no balcony,sea view,
Family Interconnecting Room Family Interconnecting Room Room Only (1 Double 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
Hideaway Two-bedroom Pool Villa,villa,,private bathroom,,,not club,2 bedrooms,no balcony,,
Standard Room Room Only,room,standard,private bathroom,,,not club,,no balcony,,
Suite FARMSTAY SUITE,suite,,private bathroom,,,not club,,no balcony,,
"Room, 1 King Bed, Non Smoking (Fairmont Creek)",room,standard,private bathroom,double/double-or-twin,double,not club,,no balcony,,
SUPER DELUXE SUITE Breakfast,suite,deluxe,private bathroom,,,not club,,no balcony,,
LE TALKING STORY ROOM,room,standard,private bathroom,,,not club,,no balcony,,
Studio (1 Queen Bed),studio,,private bathroom,double/double-or-twin,double,not club,,no balcony,,
"2 Single Beds, Non-Smoking, Superior Room, Safe, Work Desk, Air-Conditioned",room,superior,private bathroom,twin/twin-or-double,double,not club,,no balcony,,
Accessible Rotunda Suite,suite,,private bathroom,,,not club,,no balcony,,
Two Bedroom Standard Ocean 2 Bedroom,room,standard,private bathroom,,,not club,2 bedrooms,no balcony,,
Tropical Tropical Deluxe Garden King Bed,room,deluxe,private bathroom,double/double-or-twin,double,not club,,no balcony,garden view,
Suite - Bomonti Suite - Bomonti,suite,,private bathroom,,,not club,,no balcony,,
Executive Balcony Executive Balcony,room,executive,private bathroom,,,not club,,balcony,,
"One Bedroom Patio Apartment One Bedroom Apartment With Kitchen/ Patio, 1 King Bed",apartment,,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,,
